215,221361420915 191025958154 290992404327 191036364042 281244534658 280931235927 221358283849 221073720802 360844318881 271383119252
216,190911605497 301074218827 231134549404 190994255639 400618309615 231128482017 171225191907 221333714365 271368438046 251379557540
217,201026594702 191047373092 141175421938 310791979398 221255991385 281248228371 251434199142 350897570371 271379483207 360843510556
218,181276347263 350945434426 291062024574 251350262330 171217815264 350909671927 261359294812 121262199294 301076567707 271375374343
219,111261719358 161186190813 110985493789 161205268291 321305592761 171225900199 251420046451 191045963098 390754987934 141075766282
220,181300755866 191045963098 190989756280 331109552602 141164959144 331075561063 231140363971 331106851384 251431733694 171224294318
221,281246796217 131095460909 360844844626 230747130318 310851330331 271374428832 121262199294 181309056424 310811345944 271381413787
222,261383218014 231081084649 331111150971 181211705825 261380490451 111261715517 121019418102 370946668402 221358371945 291022053348
223,301072042907 400610548675 291059443800 151210115031 271367422666 181276347263 271383206016 281248380561 390754487556 271325133393
224,221359534189 121262199294 331112359052 151212233446 301072043573 231034137896 281246796217 321298791288 350909671927 300993385772
225,331107344252 291064602544 161184661310 141138946267 350981883982 331114415818 171051531701 301071157458 121261195593 221211726823
226,281179327710 251432742743 131074420270 350983052667 400639246241 390737805441 400651568935 281247466109 400648343418 151215423836
227,121050157104 141090575082 291005382932 231141905384 380825116637 221358283849 261372703525 380746701499 301078439727 281240427589
228,281247466109 400648343418 400639246241 390737805441 171225091297 301072042907 221361420915 301052172492 271371178555 111241431082
229,390753684153 271381729833 121205075696 321299995201 281240605702 111264748499 360798613736 370979650510 151209382839 400610548675
230,310808592855 300981070835 310762403687 390717532727 331106760490 181255390247 181255390285 271211038085 251429670125 331111150971
231,121050157104 291005382932 231141905384 380825116637 221358283849 251385345657 251268688078 301078439727 261364994622 300975824717
232,380824359194 251427600191 171225640220 271383119252 291065658754 251385345657 111263419417 161207133553 251379434793 251153432483
233,301052172492 111241431082 251312042661 370940553668 111262832699 390728732491 171206380061 400651568935 281247466109 400648343418
234,321169482763 321169482767 330977141419 221333714365 231140363971 321177918133 181163999579 300871841081 300993385772 221330803006
235,191049442830 291065871378 191036364042 221333714365 271374761151 111262556233 281253178719 161185103920 291064222329 261368007328
236,281249299254 231125472868 181304019729 190855622921 271378896637 251430972499 131098732214 390753422621 321129558203 261381043212
237,251430503839 251430858664 370598663406 200955714054 121252627426 151213084112 111265311283 370990121732 141168379935 231081084649
238,291065658754 380824359194 151218641778 321303839193 310851330331 131101374685 281246796217 231141351150 200915308976 131089072490
239,231141415190 261362556178 251412462272 281251225082 151218641778 171227546098 111260876482 261383378967 161205202661 251430503839
240,390754488523 271375374343 390754487565 271383146884 271368438046 261125097925 151209382839 281248380561 271381729833 321248824497
241,360826556319 181185253117 271331653100 111221678527 331096390919 370993505263 171225091297 131094790386 380825074955 370993055013
242,370927066397 370947900285 141158669524 261382647446 271331653100 200986951759 400620260842 221267278221 171224294318 390736627437
243,221347916623 141159182137 221255991385 400605289693 370992114923 171183055149 251417315105 221359506230 400652584210 161200888065
244,321177918133 281188218797 251430858664 251434531381 290940225193 181163999579 321156574755 221330803006 121241371713 300871841081
245,251429664234 171225640220 271383119252 251385345657 321299995201 181296074557 251379434793 221073720802 360844336487 281240427589
246,151218450944 161207384601 221356959444 331114468311 281179327710 301080604695 370895229988 400652584210 301071240311 131074420270
247,121260176395 191049629150 200575963587 111236544376 231144414186 380815300111 190979396751 121260367123 310840079812 290689389133
248,360844844626 121262199294 271374849484 231034137896 221360709735 191049052968 171224811699 191050346599 281246796217 261372703525
249,400546596034 400627588059 380792000643 261272664280 331106851585 400565904543 131053672636 370947900285 111261224550 141164959144
250,191018898573 271366832118 290951732565 251430503839 251430858664 291045106638 271375005426 111008906044 271360760202 111265311283
251,281247771622 221360659865 261382048644 380746701499 251432252590 181305765247 231142479941 111260876482 261383378967 370994156812
252,181255390247 181255390285 190844937813 261371625397 271379417602 300981070835 350979376719 310762403687 121250673938 301052172492
253,331113986263 131102546638 301075215490 151218524723 111263350619 111265450767 141168257233 251383677740 221098529264 111257892249
254,390567445599 281246842733 231143631162 121250697126 171227438961 121181355380 281237278086 151213910338 310853781642 171217118592
255,221359265095 360827053586 251417315105 180772963997 321280803905 331021767659 181296074557 321306551889 171225196981 261382276498
256,321303491576 121257239911 111264652154 251434199142 221361648182 271372159755 231140363971 161200888065 181276347263 350945434426
257,171198112009 350793885647 370872420296 301035390514 261272664280 251379557540 201016216208 251432252590 271256812612 181305765247
258,320960199510 171225900199 161186190813 111261719358 200978297141 171225191907 261378896299 110985493789 161205268291 370935993851
259,370946668131 350932583521 281246796217 321307360706 131062524833 350944814454 370981388260 271366920150 131082270139 121262199294
260,271383964504 251433095337 360693922441 291063297027 181308988402 221073720802 200955714054 161186190813 171225640220 131089072490
261,301071157458 201024236281 300694304280 291064248963 111002332892 230984826586 301072043573 380815731677 200575963587 390753568487
262,200962297416 111261715517 291033331443 121250697126 261383218014 271375005426 221358371945 111008906044 181151029038 271368090172
263,161200977364 261372970393 201024395079 251427098593 131094790386 310762403687 171197918121 300995793799 131082270139 400651248944
264,181308988402 200955714054 290944402889 121252605530 221359517009 191018898573 321044773642 151213084112 111262538810 171225727590
265,171224811699 221282560330 231137445053 191025958154 301072042907 400651568935 281247466109 400648343418 121252589087 281250979342
266,281251591063 271367422666 400627588059 281248380561 171226664912 261381806013 310839321814 370946668402 201024595434 111262538810
267,321300670048 121262672330 331094821881 310851330331 261375095410 181309617394 331111150971 281246796217 321303839193 141162925761
268,261381730581 251427098593 360840429099 131082270139 271372951659 301075364020 310654801694 151215827271 171225191907 301079192182
